API,Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
INTL.4701-34-BHS-BDOLPPP.A,        The Bahamas,NA,NA,NA,NA,NA,NA,NA,NA,8.07315,8.61626,8.47872,8.12415,7.81336,7.83741,8.08421,8.43819,8.79458,8.97595,9.39929,10.0708,10.4887,10.7641,11.0552,10.9154,11.0117,11.3856,11.6722,11.841,11.5658,11.0829,11.2535,11.3224,11.6719,11.3274,11.4108,11.479,11.5302,11.5379,11.7186,11.8269
INTL.4701-34-TLS-BDOLPPP.A,        Timor-Leste,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.5844,0.958891,1.30294,1.84597,1.94317,2.136,2.00695,1.98342,2.21068,2.32173,2.06434,1.52953,1.845,1.85804,1.68795,1.73545,1.78265
INTL.4701-34-TGO-BDOLPPP.A,        Togo,NA,NA,NA,NA,NA,NA,NA,NA,5.65561,5.88749,6.23469,6.2488,6.04389,5.05701,5.76167,6.15179,6.62319,6.87545,6.71777,6.89387,6.82746,6.88368,7.14709,7.62739,7.55275,7.20031,7.39113,7.30428,7.60099,8.02193,8.51121,9.05577,9.64833,10.2381,10.8442,11.467,12.1045,12.5663,13.182,13.906
INTL.4701-34-TON-BDOLPPP.A,        Tonga,NA,NA,NA,NA,NA,NA,NA,NA,0.337308,0.338624,0.331702,0.35298,0.35387,0.367098,0.385278,0.400838,0.400673,0.397481,0.409376,0.426906,0.440309,0.454207,0.470471,0.48038,0.478705,0.486273,0.482322,0.462231,0.476562,0.487545,0.504958,0.519022,0.523642,0.507302,0.517816,0.537,0.555119,0.570124,0.571699,0.588746
INTL.4701-34-TTO-BDOLPPP.A,        Trinidad and Tobago,NA,NA,NA,NA,NA,NA,NA,NA,15.8774,15.7466,15.9834,16.4124,16.1419,15.9081,16.4748,17.1266,18.3329,19.7431,21.3533,23.0572,24.6487,25.6775,27.7138,31.716,34.2374,36.3635,41.2778,43.1233,44.5859,42.6279,44.0442,43.915,44.4829,45.4744,45.0595,45.881,42.9921,41.9981,41.8951,41.8749
INTL.4701-34-TUN-BDOLPPP.A,        Tunisia,NA,NA,NA,NA,NA,NA,NA,NA,44.9175,45.7021,49.3354,51.2617,55.263,56.4732,58.2681,59.6384,63.9002,67.377,70.6002,74.8747,78.4012,81.3775,82.4538,86.3311,91.7145,94.9122,99.8895,106.592,111.109,114.49,118.51,116.238,120.99,124.404,127.978,129.47,131.088,133.602,137.16,138.591
INTL.4701-34-TUR-BDOLPPP.A,        Turkey,393.7516,412.8682,427.5771,448.8235,478.9484,499.2638,534.288,584.962,598.536,600.274,655.896,660.62,693.887,746.978,712.109,768.21,824.901,887.409,886.779,857.535,916.991,864.263,919.989,973.01,1068.325,1164.392,1245.294,1308.1,1318.762,1255.155,1360.929,1513.355,1585.822,1720.391,1805.374,1915.221,1978.865,2127.32,2190.268,2210.341
INTL.4701-34-TKM-BDOLPPP.A,        Turkmenistan,--,--,--,--,--,--,--,--,--,--,--,--,23.2632,23.6121,19.5272,18.1213,19.3354,17.1312,18.3475,21.3748,22.5438,23.5231,23.5836,24.3549,25.5723,28.907,32.0773,35.6241,40.8777,43.3848,47.3587,54.3298,60.3337,66.4654,73.342,78.0744,82.915,88.2793,93.7115,99.6074
INTL.4701-34-TCA-BDOLPPP.A,        Turks and Caicos Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-TUV-BDOLPPP.A,        Tuvalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-USIQ-BDOLPPP.A,        U.S. Pacific Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-USOH-BDOLPPP.A,        U.S. Territories,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-VIR-BDOLPPP.A,        U.S. Virgin Islands,NA,NA,NA,NA,NA,NA,NA,NA,1.2762,1.26958,1.263,1.25645,1.24887,1.38375,1.25676,1.22289,1.23515,1.1676,1.22642,1.20813,1.41035,1.45535,2.42603,2.34882,2.36493,2.37158,2.46629,2.57324,2.59748,2.42497,2.44689,2.24726,1.90974,1.79896,1.78165,1.78512,1.80243,1.79142,1.81848,1.88853
INTL.4701-34-UGA-BDOLPPP.A,        Uganda,NA,NA,NA,NA,NA,NA,NA,NA,16.408,17.4519,18.5817,19.6138,20.2843,21.9732,23.3803,26.0744,28.4399,29.8904,31.3566,33.882,34.9466,36.7581,39.968,42.5553,45.4521,48.3304,53.5427,58.0469,63.1021,67.4524,72.9635,77.2477,79.7457,83.5079,87.3058,92.278,94.6591,98.9331,106.524,113.614
INTL.4701-34-UKR-BDOLPPP.A,        Ukraine,--,--,--,--,--,--,--,--,--,--,--,--,480.712,412.451,318,279.204,251.283,243.745,239.114,238.636,252.715,274.954,289.387,316.925,355.301,365.95,393.177,423.033,432.78,368.908,383.053,403.989,404.953,404.845,378.317,341.344,349.676,358.299,370.5,382.481
INTL.4701-34-ARE-BDOLPPP.A,        United Arab Emirates,211.76,217.867,199.743,194.538,203.213,198.201,156.17,161.761,161.375,186.054,218.638,220.374,226.349,231.329,247.282,263.819,279.117,301.978,302.859,311.649,345.472,350.305,358.829,390.408,427.756,448.525,492.647,508.335,524.561,497.058,505.187,540.198,564.424,592.946,618.35,649.922,669.816,685.714,693.93,705.574
INTL.4701-34-GBR-BDOLPPP.A,        United Kingdom,1243.005,1233.214,1257.816,1310.918,1340.664,1396.267,1440.254,1517.924,1604.938,1646.306,1658.385,1640.092,1646.671,1687.67,1752.578,1796.941,1841.712,1912.707,1982.424,2050.386,2120.864,2183.944,2234.71,2308.151,2362.946,2438.082,2506.063,2566.976,2559.76,2451.025,2498.81,2537.297,2574.823,2629.913,2698.488,2762.046,2815.03,2868.292,2906.749,2949.263
INTL.4701-34-USA-BDOLPPP.A,        United States,7071.75,7251.2,7120.5,7446.87,7985.81,8318.73,8606.79,8904.56,9276.49,9617.21,9798.6,9787.97,10132.74,10411.67,10831.18,11121.9,11541.47,12054.74,12594.97,13193.66,13738.2,13875.38,14117.04,14520.95,15072.58,15602.13,16047.55,16348.63,16326.3,15912.14,16320.09,16573.21,16946,17258.19,17694.1,18238.29,18550.44,18983.15,19551.98,19974.51
INTL.4701-34-URY-BDOLPPP.A,        Uruguay,NA,NA,NA,NA,NA,NA,NA,NA,33.2834,33.6508,33.7508,34.9452,37.7169,38.7193,41.5386,40.9373,43.2207,45.4024,47.4541,46.5338,45.6358,43.8815,40.4885,40.8146,42.857,46.0542,47.9418,51.0779,54.7433,57.0663,61.5195,64.6952,66.9842,70.0906,72.3607,72.629,73.8563,75.7701,76.9977,77.1687
INTL.4701-34-UZB-BDOLPPP.A,        Uzbekistan,--,--,--,--,--,--,--,--,--,--,--,--,74.3349,72.5484,68.9956,68.3811,69.5422,73.1571,76.3033,79.5832,82.6359,86.0765,89.4968,93.2849,100.234,107.2,115.188,126.099,137.485,148.554,159.84,172.283,184.99,199.021,213.309,229.196,243.164,254.013,267.023,281.683
INTL.4701-34-VUT-BDOLPPP.A,        Vanuatu,NA,NA,NA,NA,NA,NA,NA,NA,0.303697,0.314109,0.329112,0.369026,0.366339,0.382826,0.392566,0.410928,0.421452,0.431445,0.440654,0.444138,0.467282,0.457699,0.450011,0.461875,0.480291,0.50576,0.548573,0.576943,0.614159,0.634493,0.64483,0.652729,0.664183,0.677262,0.692873,0.694,0.718089,0.749776,0.773835,0.796142
INTL.4701-34-VEN-BDOLPPP.A,        Venezuela,279.3891,278.3755,272.6103,266.7439,273.5561,274.0849,291.9289,302.3847,319.9874,292.565,311.488,341.7954,362.5097,363.5081,354.9675,368.9946,368.2646,381.7965,382.9192,360.0574,373.3324,386.0038,351.8209,324.5362,383.8826,423.4913,465.3,506.029,532.738,515.677,507.999,529.216,558.989,566.497,544.436,510.564,423.564,357.1842,287.0995,190.1472
INTL.4701-34-VNM-BDOLPPP.A,        Vietnam,NA,NA,NA,NA,NA,NA,NA,NA,119.895,125.503,131.897,139.558,151.7,163.954,178.437,195.461,213.717,231.139,244.463,256.133,273.517,292.376,313.077,336.059,362.238,389.587,416.772,446.486,471.765,497.231,529.169,563.16,594.06,627.085,667.255,713.992,761.694,814.611,872.252,933.484
INTL.4701-34-WAK-BDOLPPP.A,        Wake Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-ESH-BDOLPPP.A,        Western Sahara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INTL.4701-34-YEM-BDOLPPP.A,        Yemen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4486,44.5869,46.7713,48.6741,49.7273,58.009,69.9155,73.5727,77.0655,80.5423,86.6734,91.816,96.4479,102,106.729,112.214,117.421,121.501,126.379,131.604,135.97,115.455,117.979,122.215,109.251,75.976,64.8792,58.416,57.6302,58.8432
INTL.4701-34-ZMB-BDOLPPP.A,        Zambia,NA,NA,NA,NA,NA,NA,NA,NA,20.1118,20.3038,20.4558,20.0558,19.7086,21.0483,19.2328,19.7901,21.0207,21.8225,21.7383,22.7491,23.6358,24.8925,26.0141,27.8208,29.7773,31.9318,34.4556,37.3335,40.2358,43.9456,48.4713,51.1685,55.0561,57.8416,60.5553,62.326,64.6676,66.9465,69.6244,70.8133
INTL.4701-34-ZWE-BDOLPPP.A,        Zimbabwe,NA,NA,NA,NA,NA,NA,NA,NA,16.3107,17.1615,18.3599,19.3738,18.0114,18.3915,19.4584,19.49,21.3871,21.6921,21.7988,21.0147,19.2981,19.2607,18.1168,16.7649,16.1543,15.4979,14.9363,14.4483,13.7632,22.6254,25.4719,29.4062,33.7523,35.6188,36.3764,36.991,37.2188,38.9796,40.3467,36.9907
