State,year,Consumption,Production,Population
Idaho,1981,361884,115694,962
Idaho,1980,347654,113407,948
Idaho,1979,384012,113729,933
Idaho,1978,369908,119334,911
Idaho,1977,366421,85968,883
Idaho,1976,362198,121380,857
Idaho,1975,358858,118011,832
Idaho,1974,347813,111472,808
Idaho,1973,337008,97216,782
Idaho,1972,334033,92776,763
Idaho,1971,311605,89445,739
Idaho,1970,296399,85735,718
Idaho,1969,286782,76228,707
Idaho,1968,287248,80804,695
Idaho,1967,266750,82252,688
Idaho,1966,245066,81379,689
Idaho,1965,234742,79778,686
Idaho,1964,230412,76892,680
Idaho,1963,213298,73227,683
Idaho,1962,211160,73984,692
Idaho,1961,202853,70403,684
Idaho,1960,190661,77688,671
Illinois,2018,4011950,2554925,12723
Illinois,2017,3875151,2533942,12779
Illinois,2016,3900313,2418995,12821
Illinois,2015,3893184,2672235,12859
Illinois,2014,4045882,2702382,12884
Illinois,2013,3974912,2539487,12895
Illinois,2012,3818854,2457741,12883
Illinois,2011,3938523,2206002,12867
Illinois,2010,3955753,2098908,12841
Illinois,2009,3859235,2087161,12797
Illinois,2008,4083963,2008327,12747
Illinois,2007,4081337,1978647,12696
Illinois,2006,3991818,1920069,12644
Illinois,2005,4140658,1898498,12610
Illinois,2004,3993439,1900958,12590
Illinois,2003,3945578,1936012,12556
Illinois,2002,3920043,1912489,12526
Illinois,2001,3905503,1908738,12488
Illinois,2000,4029159,1888997,12434
Illinois,1999,4024008,1957535,12359
Illinois,1998,3856606,1669293,12272
Illinois,1997,3944368,1659520,12186
Illinois,1996,3970146,1967259,12102
Illinois,1995,3886602,2121661,12008
Illinois,1994,3773742,2166775,11913
Illinois,1993,3753506,1975493,11810
Illinois,1992,3650578,2366626,11694
Illinois,1991,3678499,2341268,11569
Illinois,1990,3612496,2344500,11453
Illinois,1989,3619233,2383996,11410
Illinois,1988,3702317,2355697,11390
Illinois,1987,3472020,2152415,11391
Illinois,1986,3416924,2147799,11387
Illinois,1985,3434273,2055136,11400
Illinois,1984,3501997,2101546,11412
Illinois,1983,3472742,1872995,11409
Illinois,1982,3394045,1906473,11423
Illinois,1981,3547206,1707157,11443
Illinois,1980,3768255,1886840,11435
Illinois,1979,4049385,1785583,11397
Illinois,1978,4199421,1607679,11413
Illinois,1977,4099481,1660747,11386
Illinois,1976,4019369,1752734,11343
Illinois,1975,3860588,1716972,11292
Illinois,1974,3956459,1675239,11262
Illinois,1973,4019478,1771670,11251
Illinois,1972,3929670,1841626,11252
Illinois,1971,3722756,1612167,11202
Illinois,1970,3696737,1776847,11128
Illinois,1969,3634712,1788756,11039
Illinois,1968,3450826,1771622,10995
Illinois,1967,3315076,1845089,10947
Illinois,1966,3185513,1835479,10836
Illinois,1965,3026466,1727691,10693
Illinois,1964,2849301,1688975,10580
Illinois,1963,2719427,1645047,10402
Illinois,1962,2656186,1599506,10280
Illinois,1961,2558990,1506494,10130
Illinois,1960,2523973,1526433,10086
Indiana,2018,2837605,1063247,6695
Indiana,2017,2701875,991811,6658
Indiana,2016,2799509,934685,6634
Indiana,2015,2850528,1048899,6608
Indiana,2014,2933714,1137396,6594
Indiana,2013,2895956,1120803,6569
Indiana,2012,2771191,1056638,6538
Indiana,2011,2850137,1077522,6516
Indiana,2010,2866327,995565,6490
Indiana,2009,2712921,973143,6459
Indiana,2008,2917142,950352,6425
Indiana,2007,2958525,869153,6380
Indiana,2006,2859710,845589,6333
Indiana,2005,2924178,840792,6279
Indiana,2004,2930252,854703,6233
Indiana,2003,2937202,859937,6197
Indiana,2002,2856082,854384,6156
Indiana,2001,2770454,875593,6128
Indiana,2000,2867281,678282,6092
Indiana,1999,2783211,812026,6045
Indiana,1998,2672888,870583,5999
Indiana,1997,2683206,845617,5955
Indiana,1996,2702821,720881,5906
Indiana,1995,2621215,647010,5851
Indiana,1994,2555520,756796,5794
Indiana,1993,2569180,723408,5739
Indiana,1992,2459877,758583,5675
Indiana,1991,2471079,779653,5616
Indiana,1990,2488998,875212,5558
Indiana,1989,2517052,836262,5524
Indiana,1988,2484358,798991,5492
Indiana,1987,2380690,858033,5473
Indiana,1986,2262532,829471,5454
Indiana,1985,2301293,834936,5459
Indiana,1984,2271001,914373,5458
Indiana,1983,2197758,792648,5450
Indiana,1982,2177454,785360,5468
Indiana,1981,2359273,725449,5480
Indiana,1980,2400197,756592,5491
Indiana,1979,2585764,677130,5501
Indiana,1978,2535535,595370,5470
Indiana,1977,2485595,671646,5426
Indiana,1976,2410239,611331,5389
Indiana,1975,2377765,601302,5366
Indiana,1974,2432023,575209,5362
Indiana,1973,2474475,614098,5338
Indiana,1972,2435883,645110,5302
Indiana,1971,2236217,543204,5253
Indiana,1970,2219775,568289,5202
Indiana,1969,2157093,523314,5143
Indiana,1968,2043409,491358,5093
Indiana,1967,1952042,504437,5053
Indiana,1966,1919366,472286,4999
Indiana,1965,1798393,436816,4922
Indiana,1964,1714801,424814,4856
Indiana,1963,1635028,429887,4799
Indiana,1962,1580987,444556,4736
Indiana,1961,1551091,427978,4730
Indiana,1960,1530437,441137,4674
Kansas,2018,1134491,779696,2911
Kansas,2017,1075137,821141,2909
Kansas,2016,1092204,792486,2911
Kansas,2015,1104573,853498,2909
Kansas,2014,1134923,880691,2900
Kansas,2013,1102456,829347,2893
Kansas,2012,1073796,792098,2885
Kansas,2011,1103568,780687,2869
Kansas,2010,1116226,812049,2858
Kansas,2009,1088232,815669,2833
Kansas,2008,1119535,836577,2808
Kansas,2007,1157470,794238,2784
Kansas,2006,1095717,778155,2763
Kansas,2005,1067023,754158,2745
Kansas,2004,1121295,788950,2734
Kansas,2003,1140146,799242,2723
Kansas,2002,1099483,836858,2714
Kansas,2001,1063915,866244,2702
Kansas,2000,1116111,906013,2694
Kansas,1999,1108310,908969,2678
Kansas,1998,1088848,1004103,2661
Kansas,1997,1101174,1086108,2635
Kansas,1996,1109687,1132218,2615
Kansas,1995,1078397,1181612,2601
Kansas,1994,1111840,1169848,2581
Kansas,1993,1085840,1144542,2557
Kansas,1992,1057382,1143387,2532
Kansas,1991,1070457,1120060,2499
Kansas,1990,1074413,1060693,2481
Kansas,1989,1042967,1109687,2473
Kansas,1988,1069691,1085945,2462
Kansas,1987,1015693,1016377,2445
Kansas,1986,974202,1029975,2433
Kansas,1985,1011726,1088348,2427
Kansas,1984,1016637,1006534,2424
Kansas,1983,917191,949490,2416
Kansas,1982,944962,930711,2401
Kansas,1981,947310,1118860,2385
Kansas,1980,1022128,1175659,2369
Kansas,1979,1132094,1216049,2351
Kansas,1978,1037083,1270377,2336
Kansas,1977,981081,1195359,2321
Kansas,1976,972469,1242018,2301
Kansas,1975,924912,1259964,2281
Kansas,1974,959651,1326950,2269
Kansas,1973,966322,1371822,2266
Kansas,1972,961171,1419790,2256
Kansas,1971,908254,1437972,2247
Kansas,1970,874267,1493474,2249
Kansas,1969,839336,1490763,2236
Kansas,1968,793842,1472627,2216
Kansas,1967,722888,1535900,2197
Kansas,1966,763521,1535913,2200
Kansas,1965,723629,1487758,2206
Kansas,1964,657075,1468850,2209
Kansas,1963,641033,1445760,2217
Kansas,1962,639460,1416145,2231
Kansas,1961,618147,1363502,2215
Kansas,1960,631316,1359873,2183
Kentucky,2018,1743943,1153417,4461
Kentucky,2017,1658981,1218793,4452
Kentucky,2016,1704657,1236360,4438
Kentucky,2015,1729122,1686964,4426
Kentucky,2014,1772851,2072890,4414
Kentucky,2013,1823445,2142050,4405
Kentucky,2012,1880400,2399927,4386
Kentucky,2011,1919165,2850810,4369
Kentucky,2010,1992731,2787503,4348
Kentucky,2009,1930523,2825801,4317
Kentucky,2008,2008086,3125525,4290
Kentucky,2007,2044161,3045205,4257
Kentucky,2006,2009345,3177945,4219
Kentucky,2005,2018197,3153945,4183
Kentucky,2004,1998032,3030331,4146
Kentucky,2003,1923756,2983050,4117
Kentucky,2002,1989605,3271676,4090
Kentucky,2001,1832560,3484314,4068
Kentucky,2000,1802618,3413474,4049
Kentucky,1999,1815368,3640123,4018
Kentucky,1998,1725017,3981364,3985
Kentucky,1997,1767765,4092902,3953
Kentucky,1996,1761015,4025955,3920
Kentucky,1995,1741937,4067394,3887
Kentucky,1994,1671777,4268629,3849
Kentucky,1993,1618621,4132254,3812
Kentucky,1992,1582210,4290983,3765
Kentucky,1991,1515783,4229953,3722
Kentucky,1990,1489869,4578095,3694
Kentucky,1989,1509038,4402357,3677
Kentucky,1988,1419082,4180229,3680
Kentucky,1987,1341279,4321937,3683
Kentucky,1986,1304571,4068328,3688
Kentucky,1985,1329733,4032072,3695
Kentucky,1984,1375310,4190727,3695
Kentucky,1983,1276623,3453808,3694
Kentucky,1982,1262084,3936511,3683
Kentucky,1981,1297314,4125988,3670
Kentucky,1980,1367982,3863922,3664
Kentucky,1979,1432636,3820884,3642
Kentucky,1978,1400112,3450463,3610
Kentucky,1977,1414018,3684669,3574
Kentucky,1976,1400424,3665989,3529
Kentucky,1975,1278426,3620395,3468
Kentucky,1974,1228332,3442201,3416
Kentucky,1973,1236975,3247880,3371
Kentucky,1972,1203073,3108436,3336
Kentucky,1971,1117666,3077575,3298
Kentucky,1970,1104720,3231395,3231
Kentucky,1969,1073330,2817467,3198
Kentucky,1968,1014155,2637787,3195
Kentucky,1967,953994,2634799,3172
Kentucky,1966,905831,2454270,3147
Kentucky,1965,899590,2288081,3140
Kentucky,1964,890219,2214551,3129
Kentucky,1963,888319,2072415,3096
Kentucky,1962,836442,1874016,3079
Kentucky,1961,818917,1730652,3054
Kentucky,1960,823236,1846574,3041
Louisiana,2018,4403161,3536105,4660
Louisiana,2017,4363128,2862185,4671
Louisiana,2016,4159782,2592969,4678
Louisiana,2015,4043651,2626507,4665
Louisiana,2014,4031441,2837140,4644
Louisiana,2013,3994014,3224299,4625
Louisiana,2012,4070232,3790613,4601
Louisiana,2011,4207292,3973534,4575
Louisiana,2010,4211797,3173859,4545
Louisiana,2009,4035498,2464486,4492
Louisiana,2008,4228085,2307363,4436
Louisiana,2007,4286891,2396149,4376
Louisiana,2006,4026174,2380899,4303
Louisiana,2005,3854684,2327276,4577
Louisiana,2004,4011697,2508287,4552
Louisiana,2003,3809617,2492702,4521
Louisiana,2002,3958149,2565822,4497
Louisiana,2001,3823435,2766360,4478
Louisiana,2000,4330581,2750023,4472
Louisiana,1999,4026491,2904411,4461
Louisiana,1998,4047862,3018040,4440
Louisiana,1997,4328534,3016881,4421
Louisiana,1996,4240428,3048163,4399
Louisiana,1995,4064884,3054780,4379
Louisiana,1994,4020884,3027591,4347
Louisiana,1993,3883985,3082236,4316
Louisiana,1992,3817822,3046772,4293
Louisiana,1991,3708375,3092042,4253
Louisiana,1990,3704133,3137054,4222
Louisiana,1989,3759314,3165107,4253
Louisiana,1988,3601824,3282121,4289
Louisiana,1987,3564237,3290383,4344
Louisiana,1986,3500797,3377900,4407
Louisiana,1985,3340209,3166360,4408
Louisiana,1984,3575811,3537172,4400
Louisiana,1983,3431464,3422307,4395
Louisiana,1982,3637349,3786731,4353
Louisiana,1981,3961904,4152387,4283
Louisiana,1980,3908931,4403760,4223
Louisiana,1979,4044690,4773172,4138
Louisiana,1978,4095230,5315113,4069
Louisiana,1977,3936489,5432860,4014
Louisiana,1976,3535799,5705547,3951
Louisiana,1975,3107626,6162377,3886
Louisiana,1974,3408246,7226422,3820
Louisiana,1973,3317503,8276311,3788
Louisiana,1972,3083281,8617101,3762
Louisiana,1971,2897554,9224533,3710
Louisiana,1970,2836864,9358093,3652
Louisiana,1969,2701453,9097934,3619
Louisiana,1968,2422111,8654093,3603
Louisiana,1967,2236542,8238870,3581
Louisiana,1966,1973892,7409292,3550
Louisiana,1965,1832996,6733987,3496
Louisiana,1964,1866221,6408290,3446
Louisiana,1963,1747248,6118492,3377
Louisiana,1962,1580187,5692599,3345
Louisiana,1961,1564830,5366296,3287
Louisiana,1960,1502163,5066112,3260
Massachusetts,2018,1458647,125666,6883
Massachusetts,2017,1423702,125187,6860
Massachusetts,2016,1421047,122198,6824
Massachusetts,2015,1449186,115023,6794
Massachusetts,2014,1433810,122559,6763
Massachusetts,2013,1428526,102283,6713
Massachusetts,2012,1363700,111380,6663
Massachusetts,2011,1400311,106327,6613
Massachusetts,2010,1419179,112501,6566
Massachusetts,2009,1375637,105773,6518
Massachusetts,2008,1435834,104076,6469
Massachusetts,2007,1458175,91941,6432
Massachusetts,2006,1432786,106389,6410
Massachusetts,2005,1503543,97935,6403
Massachusetts,2004,1498062,113000,6412
Massachusetts,2003,1499088,102219,6423
Massachusetts,2002,1533531,106960,6417
Massachusetts,2001,1516968,101717,6398
Massachusetts,2000,1535713,126950,6361
Massachusetts,1999,1450436,112386,6317
Massachusetts,1998,1428046,126195,6272
Massachusetts,1997,1456923,117549,6226
Massachusetts,1996,1463141,134355,6180
Massachusetts,1995,1436968,119680,6141
Massachusetts,1994,1451555,113806,6095
Massachusetts,1993,1445184,115323,6061
Massachusetts,1992,1443842,118086,6029
Massachusetts,1991,1376472,112886,6018
Massachusetts,1990,1418231,118909,6023
Massachusetts,1989,1459705,98739,6015
Massachusetts,1988,1427361,73676,5980
Massachusetts,1987,1404907,72141,5935
Massachusetts,1986,1383264,95246,5903
Massachusetts,1985,1313664,130594,5881
Massachusetts,1984,1292240,76253,5841
Massachusetts,1983,1231960,144711,5799
Massachusetts,1982,1234902,112852,5771
Massachusetts,1981,1215717,120930,5769
Massachusetts,1980,1246693,107750,5746
Massachusetts,1979,1308451,140410,5738
Massachusetts,1978,1471615,128621,5736
Massachusetts,1977,1486581,102928,5738
Massachusetts,1976,1499176,100977,5744
Massachusetts,1975,1420313,94961,5758
Massachusetts,1974,1475054,89155,5774
Massachusetts,1973,1581551,112330,5781
Massachusetts,1972,1546466,75482,5760
Massachusetts,1971,1493798,76801,5738
Massachusetts,1970,1464384,78316,5706
Massachusetts,1969,1402415,77225,5650
Massachusetts,1968,1373613,75857,5618
Massachusetts,1967,1326492,72890,5594
Massachusetts,1966,1247984,70690,5535
Massachusetts,1965,1245258,67043,5502
Massachusetts,1964,1119625,68314,5448
Massachusetts,1963,1083270,63943,5344
Massachusetts,1962,1111915,61608,5263
Massachusetts,1961,1079950,62700,5219
Massachusetts,1960,1054127,53748,5160
Maryland,2018,1361165,253126,6036
Maryland,2017,1314890,256197,6024
Maryland,2016,1355747,240483,6003
Maryland,2015,1395930,246381,5986
Maryland,2014,1398840,249398,5957
Maryland,2013,1390591,247890,5923
Maryland,2012,1368554,245314,5887
Maryland,2011,1411382,274364,5839
Maryland,2010,1467100,253793,5789
Maryland,2009,1455444,254086,5730
Maryland,2008,1466520,263882,5685
Maryland,2007,1505960,245216,5653
Maryland,2006,1482301,312135,5627
Maryland,2005,1596813,323805,5592
Maryland,2004,1570233,334633,5547
Maryland,2003,1590449,321479,5496
Maryland,2002,1539540,290409,5440
Maryland,2001,1451217,287582,5375
Maryland,2000,1459887,308712,5311
Maryland,1999,1425266,284199,5255
Maryland,1998,1384577,292575,5204
Maryland,1997,1386412,295315,5157
Maryland,1996,1380810,296228,5112
Maryland,1995,1341801,281907,5070
Maryland,1994,1323799,263335,5023
Maryland,1993,1315345,263240,4972
Maryland,1992,1264902,242324,4923
Maryland,1991,1274478,231863,4868
Maryland,1990,1277680,151816,4800
Maryland,1989,1320439,168772,4727
Maryland,1988,1288358,252736,4658
Maryland,1987,1249116,252004,4566
Maryland,1986,1182435,288028,4487
Maryland,1985,1160047,235288,4413
Maryland,1984,1192374,287066,4365
Maryland,1983,1120386,258561,4313
Maryland,1982,1102129,260009,4283
Maryland,1981,1140937,279835,4262
Maryland,1980,1156510,254802,4228
Maryland,1979,1219177,233867,4191
Maryland,1978,1154687,237373,4184
Maryland,1977,1129826,247182,4170
Maryland,1976,1148110,192894,4151
Maryland,1975,1069386,163326,4139
Maryland,1974,1123058,103837,4119
Maryland,1973,1214593,95857,4098
Maryland,1972,1122760,97878,4073
Maryland,1971,1104522,91095,4018
Maryland,1970,1067972,93491,3938
Maryland,1969,1023972,81141,3868
Maryland,1968,968996,85262,3815
Maryland,1967,915531,83166,3757
Maryland,1966,900300,73745,3695
Maryland,1965,859906,70063,3600
Maryland,1964,823757,67606,3492
Maryland,1963,775284,66539,3386
Maryland,1962,748394,59310,3263
Maryland,1961,699934,58541,3176
Maryland,1960,697260,61535,3113
Maine,2018,395251,154006,1339
Maine,2017,391739,152503,1335
Maine,2016,395266,141850,1331
Maine,2015,426166,161418,1328
Maine,2014,416969,157454,1331
Maine,2013,416296,161720,1328
Maine,2012,403934,157341,1328
Maine,2011,420744,161563,1328
Maine,2010,421942,159001,1328
Maine,2009,413101,148204,1330
Maine,2008,455348,182576,1331
Maine,2007,450333,155620,1327
Maine,2006,427755,152339,1324
Maine,2005,447801,159674,1319
Maine,2004,443142,136769,1314
Maine,2003,430431,132344,1307
Maine,2002,430762,140385,1296
Maine,2001,426028,146146,1286
Maine,2000,463343,163025,1277
Maine,1999,430397,159186,1267
Maine,1998,418462,151240,1259
Maine,1997,443177,161828,1255
Maine,1996,458152,220384,1249
Maine,1995,431302,162961,1243
Maine,1994,461886,226053,1243
Maine,1993,452399,218444,1242
Maine,1992,449327,215139,1239
Maine,1991,435294,222937,1237
Maine,1990,430659,203066,1232
Maine,1989,478996,227889,1220
Maine,1988,484767,171221,1204
Maine,1987,433183,158593,1185
Maine,1986,444354,188803,1170
Maine,1985,423461,192916,1163
Maine,1984,418276,194880,1156
Maine,1983,391587,202740,1145
Maine,1982,426436,177007,1137
Maine,1981,380501,187270,1133
Maine,1980,381550,169165,1127
Maine,1979,363580,125825,1123
Maine,1978,384636,133471,1114
Maine,1977,396866,128075,1104
Maine,1976,380599,135595,1088
Maine,1975,324651,110009,1072
Maine,1974,354413,104156,1059
Maine,1973,378940,101187,1046
Maine,1972,380418,60468,1034
Maine,1971,353571,55423,1015
Maine,1970,302380,59420,997
Maine,1969,288283,61658,992
Maine,1968,271194,59840,994
Maine,1967,256811,58337,1004
Maine,1966,244258,55812,999
Maine,1965,232176,51675,997
Maine,1964,242725,55936,993
Maine,1963,241423,58874,993
Maine,1962,237907,55672,994
Maine,1961,244897,56575,995
Maine,1960,232332,59784,975
Michigan,2018,2894184,685408,9984
Michigan,2017,2773926,702761,9973
Michigan,2016,2769739,685933,9951
Michigan,2015,2792589,680492,9932
Michigan,2014,2882467,692324,9930
Michigan,2013,2837667,665197,9913
Michigan,2012,2685893,633215,9897
Michigan,2011,2786794,690414,9882
Michigan,2010,2751771,634756,9878
Michigan,2009,2690320,556573,9902
Michigan,2008,2915380,674173,9947
Michigan,2007,3022751,771441,10001
Michigan,2006,3046603,726250,10036
Michigan,2005,3215172,763437,10051
Michigan,2004,3164951,733782,10055
Michigan,2003,3202233,681140,10041
Michigan,2002,3161374,741478,10016
Michigan,2001,3104286,704239,9991
Michigan,2000,3225011,665202,9952
Michigan,1999,3227372,597923,9897
Michigan,1998,3058629,582380,9848
Michigan,1997,3106641,722940,9809
Michigan,1996,3105732,726834,9759
Michigan,1995,3000186,682297,9676
Michigan,1994,2871296,559940,9598
Michigan,1993,2847741,701882,9540
Michigan,1992,2850076,609576,9479
Michigan,1991,2800617,705115,9400
Michigan,1990,2866600,632372,9311
Michigan,1989,2845535,640965,9253
Michigan,1988,2812013,610786,9218
Michigan,1987,2639558,581425,9187
Michigan,1986,2651894,541400,9128
Michigan,1985,2634458,564475,9076
Michigan,1984,2597223,608173,9049
Michigan,1983,2521427,644039,9048
Michigan,1982,2525049,636051,9115
Michigan,1981,2673065,666603,9209
Michigan,1980,2824414,661703,9256
Michigan,1979,2923442,627865,9266
Michigan,1978,2942352,581915,9218
Michigan,1977,2873171,505203,9171
Michigan,1976,2983997,469239,9129
Michigan,1975,2865743,376031,9118
Michigan,1974,2916308,232514,9118
Michigan,1973,3060401,212118,9078
Michigan,1972,2970324,192480,9029
Michigan,1971,2798196,156608,8974
Michigan,1970,2702538,169386,8890
Michigan,1969,2734264,172045,8781
Michigan,1968,2627315,181331,8696
Michigan,1967,2490875,178891,8630
Michigan,1966,2430278,181485,8512
Michigan,1965,2278302,181789,8357
Michigan,1964,2140394,180593,8187
Michigan,1963,2072621,181945,8058
Michigan,1962,1985156,185196,7933
Michigan,1961,1876674,195593,7893
Michigan,1960,1851644,174401,7834
Minnesota,2018,1913918,525092,5606
Minnesota,2017,1833947,513886,5566
Minnesota,2016,1812717,498281,5523
Minnesota,2015,1790246,471021,5482
Minnesota,2014,1923402,478891,5451
Minnesota,2013,1867562,418954,5413
Minnesota,2012,1818011,431624,5377
Minnesota,2011,1856981,435715,5346
Minnesota,2010,1863130,439998,5311
Minnesota,2009,1786177,392470,5281
Minnesota,2008,1913254,354817,5247
Minnesota,2007,1896784,322490,5207
Minnesota,2006,1843501,302498,5164
Minnesota,2005,1871804,276408,5120
Minnesota,2004,1863444,264173,5088
Minnesota,2003,1863728,253551,5054
Minnesota,2002,1785663,250113,5019
Minnesota,2001,1720945,232063,4983
Minnesota,2000,1749107,238587,4934
Minnesota,1999,1700107,234564,4873
Minnesota,1998,1624328,202676,4813
Minnesota,1997,1653899,197048,4763
Minnesota,1996,1685218,207547,4713
Minnesota,1995,1612470,215245,4660
Minnesota,1994,1522325,199866,4610
Minnesota,1993,1486121,196006,4556
Minnesota,1992,1442312,186426,4496
Minnesota,1991,1434833,189670,4441
Minnesota,1990,1409664,188338,4390
Minnesota,1989,1392695,179176,4338
Minnesota,1988,1355216,190489,4296
Minnesota,1987,1251389,179556,4235
Minnesota,1986,1245900,180757,4205
Minnesota,1985,1258254,189395,4184
Minnesota,1984,1251747,156306,4158
Minnesota,1983,1190389,190814,4141
Minnesota,1982,1187288,171841,4131
Minnesota,1981,1176562,168952,4112
Minnesota,1980,1224226,164168,4085
Minnesota,1979,1350455,179093,4050
Minnesota,1978,1350594,177059,4015
Minnesota,1977,1257346,156936,3989
Minnesota,1976,1293627,145114,3965
Minnesota,1975,1246041,144321,3933
Minnesota,1974,1237567,84593,3904
Minnesota,1973,1257709,72106,3889
Minnesota,1972,1209798,74100,3870
Minnesota,1971,1148516,48874,3853
Minnesota,1970,1107892,32822,3815
Minnesota,1969,1081915,34190,3758
Minnesota,1968,991475,33994,3703
Minnesota,1967,929413,34010,3659
Minnesota,1966,922187,36529,3617
Minnesota,1965,865284,36480,3592
Minnesota,1964,816048,33879,3558
Minnesota,1963,775637,32337,3531
Minnesota,1962,766680,34382,3513
Minnesota,1961,728237,32478,3470
Minnesota,1960,723031,34957,3425
Missouri,2018,1847810,245351,6122
Missouri,2017,1725992,205880,6107
Missouri,2016,1766510,207956,6087
Missouri,2015,1822803,217077,6072
Missouri,2014,1906050,219961,6056
Missouri,2013,1844956,211957,6041
Missouri,2012,1781389,217776,6024
Missouri,2011,1858946,213235,6010
Missouri,2010,1914750,209279,5996
Missouri,2009,1845180,218694,5961
Missouri,2008,1948878,193957,5924
Missouri,2007,1985695,169485,5888
Missouri,2006,1967680,159834,5843
Missouri,2005,1982289,149814,5790
Missouri,2004,1894080,135395,5748
Missouri,2003,1883450,144576,5709
Missouri,2002,1878574,128691,5675
Missouri,2001,1864062,129033,5641
Missouri,2000,1831459,135904,5607
Missouri,1999,1890358,131382,5562
Missouri,1998,1849557,135540,5522
Missouri,1997,1802760,134144,5481
Missouri,1996,1804739,140546,5432
Missouri,1995,1717667,136093,5378
Missouri,1994,1658124,160243,5324
Missouri,1993,1645348,152953,5271
Missouri,1992,1532026,181313,5217
Missouri,1991,1540305,184541,5171
Missouri,1990,1506669,182406,5129
Missouri,1989,1511767,196194,5096
Missouri,1988,1500221,226732,5082
Missouri,1987,1430887,195604,5057
Missouri,1986,1407766,222511,5023
Missouri,1985,1405802,263026,5000
Missouri,1984,1382791,196579,4975
Missouri,1983,1364967,147337,4944
Missouri,1982,1361930,154537,4929
Missouri,1981,1364589,130685,4932
Missouri,1980,1422627,140305,4922
Missouri,1979,1530221,183840,4912
Missouri,1978,1556126,161424,4889
Missouri,1977,1505716,163233,4863
Missouri,1976,1471586,156456,4839
Missouri,1975,1412552,147975,4808
Missouri,1974,1399044,133820,4796
Missouri,1973,1418726,134779,4783
Missouri,1972,1383499,125813,4759
Missouri,1971,1326842,116039,4726
Missouri,1970,1309269,127720,4688
Missouri,1969,1265602,109822,4640
Missouri,1968,1211237,107156,4568
Missouri,1967,1132505,110162,4539
Missouri,1966,1102147,109212,4523
Missouri,1965,1043038,111172,4467
Missouri,1964,989314,100407,4442
Missouri,1963,954239,100752,4392
Missouri,1962,939806,101804,4357
Missouri,1961,898673,107617,4349
Missouri,1960,899857,102979,4326
Mississippi,2018,1192669,317370,2981
Mississippi,2017,1177753,324694,2989
Mississippi,2016,1162204,339812,2988
Mississippi,2015,1138118,420738,2988
Mississippi,2014,1159665,409028,2990
Mississippi,2013,1139814,415796,2989
Mississippi,2012,1144982,392917,2984
Mississippi,2011,1157923,444310,2978
Mississippi,2010,1179946,449691,2971
Mississippi,2009,1111703,457609,2959
Mississippi,2008,1166062,420124,2948
Mississippi,2007,1225189,415561,2928
Mississippi,2006,1211461,395985,2905
Mississippi,2005,1175656,384286,2906
Mississippi,2004,1209335,403362,2889
Mississippi,2003,1206236,465910,2868
Mississippi,2002,1174306,436130,2859
Mississippi,2001,1132666,415224,2853
Mississippi,2000,1245836,421004,2848
Mississippi,1999,1238413,380835,2828
Mississippi,1998,1141235,402163,2805
Mississippi,1997,1148411,431179,2777
Mississippi,1996,1148611,402677,2748
Mississippi,1995,1120525,392487,2723
Mississippi,1994,1093734,378302,2689
Mississippi,1993,1076444,389800,2655
Mississippi,1992,1067310,419139,2624
Mississippi,1991,1042158,454192,2599
Mississippi,1990,1019810,418688,2579
Mississippi,1989,959291,424510,2574
Mississippi,1988,917600,436342,2580
Mississippi,1987,868801,431969,2589
Mississippi,1986,846367,411509,2594
Mississippi,1985,837166,423587,2588
Mississippi,1984,858698,406004,2578
Mississippi,1983,819939,383837,2568
Mississippi,1982,814289,409682,2557
Mississippi,1981,817880,426710,2539
Mississippi,1980,833877,427539,2525
Mississippi,1979,877570,403546,2507
Mississippi,1978,849269,390886,2488
Mississippi,1977,819170,371398,2459
Mississippi,1976,778923,375246,2430
Mississippi,1975,771990,378461,2399
Mississippi,1974,817313,407660,2378
Mississippi,1973,847973,461159,2350
Mississippi,1972,830742,495255,2307
Mississippi,1971,786107,528345,2265
Mississippi,1970,746912,542511,2220
Mississippi,1969,684793,544165,2220
Mississippi,1968,645521,516649,2219
Mississippi,1967,579960,511035,2228
Mississippi,1966,566410,521326,2245
Mississippi,1965,511644,537412,2246
Mississippi,1964,513324,556744,2241
Mississippi,1963,473278,563334,2244
Mississippi,1962,438300,545190,2243
Mississippi,1961,411387,542470,2206
Mississippi,1960,404939,525949,2182
Montana,2018,435230,997091,1061
Montana,2017,421234,929921,1052
Montana,2016,405460,885577,1041
Montana,2015,404183,1090438,1030
Montana,2014,405407,1161401,1022
Montana,2013,406659,1105493,1014
Montana,2012,396061,1009005,1004
Montana,2011,403201,1104781,997
Montana,2010,403991,1149362,991
Montana,2009,427247,1080861,984
Montana,2008,456670,1217283,976
Montana,2007,469914,1219473,965
Montana,2006,441656,1204617,953
Montana,2005,422087,1145000,940
Montana,2004,401702,1066702,930
Montana,2003,379722,967873,920
Montana,2002,381614,972017,912
Montana,2001,357849,964995,907
Montana,2000,410631,972180,904
Montana,1999,395931,1048860,898
Montana,1998,391346,1056741,892
Montana,1997,367605,1038139,890
Montana,1996,397805,993475,886
Montana,1995,391902,989183,877
Montana,1994,371882,995606,861
Montana,1993,367830,916242,845
Montana,1992,349443,963801,826
Montana,1991,355349,999727,810
Montana,1990,350590,970497,800
Montana,1989,351807,964479,800
Montana,1988,341806,988082,800
Montana,1987,329241,923391,805
Montana,1986,352552,949524,814
